,Revenues_$M,Profits_$M,Assets_$M,Total_Stockholder_Equity_$M,Profit_as_%_of_Revenues,Profits_as_%_of_Assets,Profits_as_%_of_Stockholder_Equity,company,year
279,"$37,051","$2,503","$71,523","$21,800",6.8%,3.5%,11.5%,Jardine Matheson,2017
280,"$37,047","$8,901","$112,180","$47,289",24%,7.9%,18.8%,Oracle,2017
281,"$36,992",$830.5,"$35,196","$3,778",2.2%,2.4%,22%,ACS,2017
282,"$36,888","$1,577.1","$69,669","$21,241",4.3%,2.3%,7.4%,Sumitomo,2017
283,"$36,881","$1,768","$22,373","$9,608",4.8%,7.9%,18.4%,Tyson Foods,2017
284,"$36,789","$2,807.4","$1,498,612","$80,140",7.6%,0.2%,3.5%,Barclays,2017
285,"$36,617",$687.8,"$203,760","$8,578",1.9%,0.3%,8%,Poste Italiane,2017
286,"$36,580","$2,256.7","$27,046","$3,293",6.2%,8.3%,68.5%,Centrica,2017
287,"$36,556","$2,263","$40,140","$8,659",6.2%,5.6%,26.1%,United Continental Holdings,2017
288,"$36,534","$1,877","$108,610","$20,573",5.1%,1.7%,9.1%,Allstate,2017
289,"$36,487","$3,147","$47,233","$21,864",8.6%,6.7%,14.4%,Pertamina,2017
290,"$36,445","$2,031","$22,566","$9,768",5.6%,9%,20.8%,Magna International,2017
291,"$36,230","$3,252.2","$920,291","$52,777",9%,0.4%,6.2%,UBS Group,2017
292,"$36,225","$3,440.3","$764,712","$51,583",9.5%,0.4%,6.7%,Intesa Sanpaolo,2017
293,"$36,211",$414.9,"$28,299","$5,790",1.1%,1.5%,7.2%,George Weston,2017
294,"$36,122",$809.6,"$49,205","$15,074",2.2%,1.6%,5.4%,Mitsubishi Heavy Industries,2017
295,"$36,114",$185.8,"$3,717",$868,0.5%,5%,21.4%,Rajesh Exports,2017
296,"$35,891",$599.6,"$13,776","$4,601",1.7%,4.4%,13%,Pegatron,2017
297,"$35,767","$2,064.8","$362,739","$12,074",5.8%,0.6%,17.1%,Meiji Yasuda Life Insurance,2017
298,"$35,464","$-1,939","$61,118","$31,258",-5.5%,-3.2%,-6.2%,Maersk Group,2017
299,"$35,421","$4,757.1","$84,489","$43,471",13.4%,5.6%,10.9%,SABIC,2017
300,"$35,277",$809.5,"$36,758","$8,585",2.3%,2.2%,9.4%,Bouygues,2017
301,"$35,269","$1,535.8","$43,924","$10,577",4.4%,3.5%,14.5%,Volvo,2017
302,"$35,101","$1,003","$165,124","$9,574",2.9%,0.6%,10.5%,Talanx,2017
303,"$35,011","$1,964","$36,593","$7,446",5.6%,5.4%,26.4%,Lufthansa Group,2017
304,"$34,904","$7,839.6","$880,724","$52,994",22.5%,0.9%,14.8%,Royal Bank of Canada,2017
305,"$34,798","$4,111.9","$20,609","$7,555",11.8%,20%,54.4%,Accenture,2017
306,"$34,485","$1,919.7","$68,392","$32,553",5.6%,2.8%,5.9%,Repsol,2017
307,"$34,458","$3,164.5","$119,555","$16,324",9.2%,2.6%,19.4%,China Vanke,2017
308,"$34,274","$2,025.7","$17,464","$13,473",5.9%,11.6%,15%,Publix Super Markets,2017
309,"$34,193",$356,"$6,921","$1,729",1%,5.1%,20.6%,Edeka Zentrale,2017
310,"$34,149",$490.9,"$24,674","$7,971",1.4%,2%,6.2%,J. Sainsbury,2017
311,"$34,145","$1,193.5","$12,304","$5,044",3.5%,9.7%,23.7%,Alimentation Couche-Tard,2017
312,"$33,930",$421,"$44,181","$5,140",1.2%,1%,8.2%,China Energy Engineering Group,2017
313,"$33,881",$469.8,"$40,783","$13,197",1.4%,1.2%,3.6%,Hyundai Heavy Industries,2017
314,"$33,828","$1,899","$39,499","$13,395",5.6%,4.8%,14.2%,ABB,2017
315,"$33,823","$5,408","$158,893","$20,501",16%,3.4%,26.4%,American Express,2017
316,"$33,781","$4,617","$89,263","$39,290",13.7%,5.2%,11.8%,Rio Tinto Group,2017
317,"$33,747",$565.1,"$39,993","$4,696",1.7%,1.4%,12%,SNCF Mobilites,2017
318,"$33,739","$1,700.3","$48,681","$15,088",5%,3.5%,11.3%,CRRC,2017
319,"$33,475","$4,252.4","$130,721","$54,777",12.7%,3.3%,7.8%,CK Hutchison Holdings,2017
320,"$33,366",$-153.9,"$30,819","$2,042",-0.5%,-0.5%,-7.5%,Jizhong Energy Group,2017
321,"$33,184","$2,298.2","$12,884","$4,511",6.9%,17.8%,51%,TJX,2017
322,"$33,174",$448.2,"$18,705","$4,585",1.4%,2.4%,9.8%,Xinxing Cathay International Group,2017
323,"$32,972","$2,617.8","$34,541","$23,596",7.9%,7.6%,11.1%,Hyundai Mobis,2017
324,"$32,879","$1,168.9","$29,964","$11,098",3.6%,3.9%,10.5%,Aisin Seiki,2017
325,"$32,845",$4.1,"$11,594",$614,-,-,0.7%,Rite Aid,2017
326,"$32,652",$-22.6,"$45,552","$14,063",-0.1%,-,-0.2%,Shaanxi Yanchang Petroleum (Group),2017
327,"$32,636","$1,623.4","$537,278","$21,160",5%,0.3%,7.7%,DZ Bank,2017
328,"$32,539","$-13,038","$906,489","$41,484",-40.1%,-1.4%,-31.4%,UniCredit Group,2017
329,"$32,461","$1,877.8","$627,701","$15,661",5.8%,0.3%,12%,China Everbright Group,2017
330,"$32,421","$1,861.5","$31,917","$10,761",5.7%,5.8%,17.3%,Daiwa House Industry,2017
331,"$32,376","$3,760","$21,396","$12,258",11.6%,17.6%,30.7%,Nike,2017
332,"$32,308","$2,991.3","$112,536","$38,695",9.3%,2.7%,7.7%,Iberdrola,2017
333,"$32,287","$6,712.9","$694,565","$44,816",20.8%,1%,15%,Commonwealth Bank of Australia,2017
334,"$32,237",$502,"$39,142","$8,930",1.6%,1.3%,5.6%,Sinomach,2017
335,"$32,161","$1,761.6","$48,984","$13,186",5.5%,3.6%,13.4%,Fresenius,2017
336,"$32,094","$1,996.2","$55,721","$21,440",6.2%,3.6%,9.3%,China Aerospace Science & Technology,2017
337,"$31,926",$-254.4,"$64,151","$5,769",-0.8%,-0.4%,-4.4%,Shaanxi Coal & Chemical Industry,2017
338,"$31,828","$2,368.8","$194,384","$22,618",7.4%,1.2%,10.5%,China Evergrande Group,2017
339,"$31,680",$20.4,"$16,108","$2,967",0.1%,0.1%,0.7%,Jiangxi Copper,2017
340,"$31,559","$1,535.7","$107,092","$8,424",4.9%,1.4%,18.2%,Sompo Holdings,2017
341,"$31,508",$744.1,"$95,657","$7,676",2.4%,0.8%,9.7%,China Poly Group,2017
342,"$31,469","$4,135","$159,786","$48,275",13.1%,2.6%,8.6%,Chubb,2017
343,"$31,430","$1,265.7","$29,749","$5,896",4%,4.3%,21.5%,Zhejiang Geely Holding Group,2017
344,"$31,360","$1,134","$114,904","$25,837",3.6%,1%,4.4%,Exelon,2017
345,"$31,353","$2,955","$32,872","$10,976",9.4%,9%,26.9%,General Dynamics,2017
346,"$31,333","$2,484.6","$52,972","$10,420",7.9%,4.7%,23.8%,BT Group,2017
347,"$31,271","$1,385","$44,062","$23,865",4.4%,3.1%,5.8%,Canon,2017
348,"$31,185",$324.3,"$11,018","$2,900",1%,2.9%,11.2%,Wuchan Zhongda Group,2017
349,"$31,158","$1,442.1","$40,064","$9,796",4.6%,3.6%,14.7%,Mitsubishi Chemical Holdings,2017
350,"$30,912","$-6,385","$118,953","$54,290",-20.7%,-5.4%,-11.8%,BHP Billiton,2017
351,"$30,855","$6,646.1","$878,268","$54,148",21.5%,0.8%,12.3%,Toronto-Dominion Bank,2017
352,"$30,696","$2,605.8","$24,794","$13,285",8.5%,10.5%,19.6%,Subaru,2017
353,"$30,678","$2,441.3","$31,901","$20,268",8%,7.7%,12%,Bridgestone,2017
354,"$30,588","$-2,750.7","$806,950","$41,237",-9%,-0.3%,-6.7%,Credit Suisse Group,2017
355,"$30,582","$1,443.7","$36,999","$13,654",4.7%,3.9%,10.6%,China Aerospace Science & Industry,2017
356,"$30,539",$627,"$38,920","$15,632",2.1%,1.6%,4%,JFE Holdings,2017
357,"$30,390","$5,570.1","$1,799,736","$62,843",18.3%,0.3%,8.9%,Mizuho Financial Group,2017
358,"$30,390","$13,501","$56,977","$18,887",44.4%,23.7%,71.5%,Gilead Sciences,2017
359,"$30,347",$424.2,"$17,318","$7,852",1.4%,2.4%,5.4%,CHS,2017
360,"$30,316","$1,300.5","$16,801","$4,747",4.3%,7.7%,27.4%,Bharat Petroleum,2017
361,"$30,109","$5,050","$32,906","$10,298",16.8%,15.3%,49%,3M,2017
362,"$30,010",$321.9,"$36,575","$4,831",1.1%,0.9%,6.7%,China Electronics,2017
363,"$29,973","$1,374.6","$33,320","$14,654",4.6%,4.1%,9.4%,CRH,2017
364,"$29,877",$367.6,"$40,773","$9,164",1.2%,0.9%,4%,China State Shipbuilding,2017
365,"$29,862",$352.1,"$23,720","$5,584",1.2%,1.5%,6.3%,Jiangsu Shagang Group,2017
366,"$29,743","$1,489","$94,792","$24,148",5%,1.6%,6.2%,China COSCO Shipping,2017
367,"$29,665",$865.5,"$22,660","$8,455",2.9%,3.8%,10.2%,Mazda Motor,2017
368,"$29,493",$436.6,"$126,068","$8,477",1.5%,0.3%,5.2%,State Power Investment,2017
369,"$29,388","$10,283.7","$58,535","$42,174",35%,17.6%,24.4%,Taiwan Semiconductor Manufacturing,2017
370,"$29,363","$3,982","$99,014","$39,042",13.6%,4%,10.2%,Vale,2017
371,"$29,318","$3,926","$65,966","$24,335",13.4%,6%,16.1%,Time Warner,2017
372,"$29,299",$39.2,"$39,887","$6,575",0.1%,0.1%,0.6%,Shandong Energy Group,2017
373,"$29,252","$1,476.2","$27,969","$10,318",5%,5.3%,14.3%,Suzuki Motor,2017
374,"$29,183","$3,836","$23,442","$6,048",13.1%,16.4%,63.4%,LyondellBasell Industries,2017
375,"$29,003","$1,601.3","$34,068","$13,289",5.5%,4.7%,12%,Royal Philips,2017
376,"$29,003","$3,522","$149,067","$40,139",12.1%,2.4%,8.8%,Charter Communications,2017
377,"$28,833","$3,538","$99,782","$52,063",12.3%,3.5%,6.8%,Medtronic,2017
378,"$28,799",$818,"$250,441","$20,226",2.8%,0.3%,4%,Northwestern Mutual,2017
379,"$28,572","$3,434.5","$37,577","$25,840",12%,9.1%,13.3%,L’Oreal,2017
380,"$28,483",$110.3,"$152,701","$17,237",0.4%,0.1%,0.6%,Dalian Wanda Group,2017
381,"$28,277",$267.7,"$13,696","$3,607",0.9%,2%,7.4%,Medipal Holdings,2017
382,"$28,204",$360.6,"$112,115","$7,947",1.3%,0.3%,4.5%,China Huadian,2017
383,"$28,196","$4,164","$185,074","$34,984",14.8%,2.2%,11.9%,AIA Group,2017
384,"$28,166","$1,228.1","$12,370","$3,245",4.4%,9.9%,37.8%,Hindustan Petroleum,2017
385,"$28,155",$693.3,"$62,536","$17,132",2.5%,1.1%,4%,Migros Group,2017
386,"$27,920",$875.8,"$24,185","$1,354",3.1%,3.6%,64.7%,Air France-KLM Group,2017
387,"$27,837","$1,408.5","$13,693","$3,254",5.1%,10.3%,43.3%,Compass Group,2017
388,"$27,810","$-1,687","$77,956","$41,078",-6.1%,-2.2%,-4.1%,Schlumberger,2017
389,"$27,792","$1,299.3","$61,513","$11,205",4.7%,2.1%,11.6%,Kansai Electric Power,2017
390,"$27,715",$469.3,"$18,229","$4,123",1.7%,2.6%,11.4%,Quanta Computer,2017
391,"$27,704","$5,477","$642,083","$44,468",19.8%,0.9%,12.3%,Westpac Banking,2017
392,"$27,669",$482.1,"$18,369","$8,250",1.7%,2.6%,5.8%,Coop Group,2017
393,"$27,638","$10,217","$64,961","$59,194",37%,15.7%,17.3%,Facebook,2017
394,"$27,625","$3,014","$100,245","$23,221",10.9%,3%,13%,Travelers Cos.,2017
395,"$27,519","$3,751","$357,033","$47,514",13.6%,1.1%,7.9%,Capital One Financial,2017
396,"$27,326","$2,755","$48,365","$13,661",10.1%,5.7%,20.2%,Twenty-First Century Fox,2017
397,"$27,315",$268.7,"$114,611","$7,496",1%,0.2%,3.6%,China Guodian,2017
398,"$27,308","$1,817.9","$68,521","$30,337",6.7%,2.7%,6%,LafargeHolcim,2017
399,"$27,307","$1,935.2","$44,137","$21,614",7.1%,4.4%,9%,Schneider Electric,2017
400,"$27,292","$1,611.6","$35,898","$15,895",5.9%,4.5%,10.1%,China Electronics Technology Group,2017
401,"$27,131","$1,779.1","$147,290","$28,840",6.6%,1.2%,6.2%,USAA,2017
402,"$27,016",$126.5,"$5,413","$1,925",0.5%,2.3%,6.6%,World Fuel Services,2017
403,"$26,976",$135.4,"$9,292","$2,732",0.5%,1.5%,5%,Phoenix Pharmahandel,2017
404,"$26,972",$423.6,"$40,022","$8,173",1.6%,1.1%,5.2%,Veolia Environnement,2017
405,"$26,958",$259,"$594,967","$39,244",1%,-,0.7%,National Australia Bank,2017
406,"$26,685","$6,967","$36,851","$-12,688",26.1%,18.9%,-,Philip Morris International,2017
407,"$26,644","$1,523.9","$57,981","$6,520",5.7%,2.6%,23.4%,Deere,2017
408,"$26,587","$2,565","$71,009","$23,253",9.6%,3.6%,11%,East Japan Railway,2017
409,"$26,494",$-423.5,"$98,096","$10,308",-1.6%,-0.4%,-4.1%,Achmea,2017
410,"$26,487","$3,632","$120,480","$57,358",13.7%,3%,6.3%,Kraft Heinz,2017
411,"$26,292",$934,"$172,442","$11,212",3.6%,0.5%,8.3%,Cathay Life Insurance,2017
412,"$26,235",$195.1,"$7,932","$2,170",0.7%,2.5%,9%,Tech Data,2017
413,"$26,222","$1,770.3","$219,157","$22,064",6.8%,0.8%,8%,Samsung Life Insurance,2017
414,"$26,219",$506.5,"$11,240","$4,691",1.9%,4.5%,10.8%,Avnet,2017
415,"$26,113",$-847.1,"$47,354","$21,192",-3.2%,-1.8%,-4%,Nokia,2017
416,"$26,073","$1,560.9","$64,011","$15,949",6%,2.4%,9.8%,Enbridge,2017
417,"$26,070","$1,489.6","$49,688","$16,057",5.7%,3%,9.3%,Gas Natural Fenosa,2017
418,"$26,032","$4,199.9","$699,976","$44,237",16.1%,0.6%,9.5%,Australia & New Zealand Banking Group,2017
419,"$26,004",$200.5,"$31,199","$15,395",0.8%,0.6%,1.3%,LM Ericsson,2017
420,"$25,975",$992.7,"$26,062","$11,769",3.8%,3.8%,8.4%,Sumitomo Electric Industries,2017
421,"$25,923","$1,659","$61,538","$25,161",6.4%,2.7%,6.6%,Mondelez International,2017
422,"$25,913",$769.3,"$211,943","$9,949",3%,0.4%,7.7%,Old Mutual,2017
423,"$25,888",$813.7,"$23,711","$3,852",3.1%,3.4%,21.1%,Idemitsu Kosan,2017
424,"$25,817","$5,362.2","$668,805","$41,975",20.8%,0.8%,12.8%,Bank of Nova Scotia,2017
425,"$25,778",$619,"$19,851","$4,323",2.4%,3.1%,14.3%,Macy’s,2017
426,"$25,775",$857.5,"$71,590","$9,625",3.3%,1.2%,8.9%,Mapfre Group,2017
427,"$25,760",$938.9,"$257,526","$11,513",3.6%,0.4%,8.2%,La Poste,2017
428,"$25,733","$3,485","$21,203","$13,738",13.5%,16.4%,25.4%,Inditex,2017
429,"$25,638","$5,953","$66,099","$4,636",23.2%,9%,128.4%,AbbVie,2017
430,"$25,630",$-214.8,"$40,012","$3,169",-0.8%,-0.5%,-6.8%,Datong Coal Mine Group,2017
431,"$25,444",$144.9,"$34,710","$13,502",0.6%,0.4%,1.1%,Lotte Shopping,2017
432,"$25,279",$496.7,"$235,324","$5,370",2%,0.2%,9.2%,Standard Life,2017
433,"$25,123",$-10,"$39,206","$4,318",-,-,-0.2%,Shanxi Coking Coal Group,2017
434,"$25,112",$799.5,"$10,651","$3,918",3.2%,7.5%,20.4%,Adecco Group,2017
435,"$24,956","$2,135.4","$28,868","$5,649",8.6%,7.4%,37.8%,International Airlines Group,2017
436,"$24,622","$4,686.5","$31,024","$-2,204",19%,15.1%,-,McDonald’s,2017
437,"$24,596",$252,"$24,091","$7,668",1%,1%,3.3%,NEC,2017
438,"$24,594","$2,513","$39,964","$9,998",10.2%,6.3%,25.1%,DuPont,2017
439,"$24,588",$320,"$6,093","$2,263",1.3%,5.3%,14.1%,China National Aviation Fuel Group,2017
440,"$24,508","$2,200","$25,614","$5,259",9%,8.6%,41.8%,Northrop Grumman,2017
441,"$24,411","$1,651","$159,826","$26,453",6.8%,1%,6.2%,Brookfield Asset Management,2017
442,"$24,403","$2,004.2","$148,659","$7,550",8.2%,1.3%,26.5%,Mercantil Servicios Financieros,2017
443,"$24,397","$4,031.9","$46,696","$27,817",16.5%,8.6%,14.5%,SAP,2017
444,"$24,360","$-3,615","$89,772","$34,974",-14.8%,-4%,-10.3%,ConocoPhillips,2017
445,"$24,284",$11.1,"$30,793","$1,783",-,-,0.6%,Yangquan Coal Industry Group,2017
446,"$24,267","$1,902.1","$46,350","$13,825",7.8%,4.1%,13.8%,Danone,2017
447,"$24,217",$92.5,"$36,816","$15,155",0.4%,0.3%,0.6%,Samsung C&T,2017
448,"$24,087",$-106.9,"$29,026","$2,542",-0.4%,-0.4%,-4.2%,Shanxi LuAn Mining Group,2017
449,"$24,069","$2,211","$30,052","$10,066",9.2%,7.4%,22%,Raytheon,2017
450,"$24,060","$2,210.4","$24,549","$8,796",9.2%,9%,25.1%,Midea Group,2017
451,"$24,028","$1,058.2","$48,580","$14,695",4.4%,2.2%,7.2%,Chubu Electric Power,2017
452,"$24,011","$1,232.3","$28,383","$4,247",5.1%,4.3%,29%,BAE Systems,2017
453,"$24,005",$734,"$20,398","$5,465",3.1%,3.6%,13.4%,Andeavor,2017
454,"$23,871",$243.9,"$101,631","$7,371",1%,0.2%,3.3%,China Datang,2017
455,"$23,863",$319.6,"$12,593","$2,645",1.3%,2.5%,12.1%,Flex,2017
456,"$23,825",$522.8,"$14,206","$4,413",2.2%,3.7%,11.8%,Arrow Electronics,2017
457,"$23,793",-,"$4,982","$3,160",-,-,-,Heraeus Holding,2017
458,"$23,773",$252.1,"$10,769","$3,283",1.1%,2.3%,7.7%,Compal Electronics,2017
459,"$23,657",$159.2,"$24,231","$1,925",0.7%,0.7%,8.3%,Yango Financial Holding,2017
460,"$23,554","$5,705","$52,359","$31,778",24.2%,10.9%,18%,Qualcomm,2017
461,"$23,551",$285.1,"$11,273","$2,993",1.2%,2.5%,9.5%,Alfresa Holdings,2017
462,"$23,517","$6,489.5","$73,538","$40,454",27.6%,8.8%,16%,Alibaba Group Holding,2017
463,"$23,456","$1,144.2","$25,047","$7,345",4.9%,4.6%,15.6%,Koc Holding,2017
464,"$23,441","$1,031","$33,428","$7,957",4.4%,3.1%,13%,Progressive,2017
465,"$23,369","$2,152","$132,761","$41,033",9.2%,1.6%,5.2%,Duke Energy,2017
466,"$23,120","$1,853.4","$26,705","$11,178",8%,6.9%,16.6%,Michelin,2017
467,"$23,044","$1,733.6","$85,124","$10,091",7.5%,2%,17.2%,Country Garden Holdings,2017
468,"$23,044",$861.5,"$41,469","$6,958",3.7%,2.1%,12.4%,Heineken Holding,2017
469,"$23,022","$2,513.1","$52,194","$22,047",10.9%,4.8%,11.4%,Enterprise Products Partners,2017
470,"$23,002","$3,499","$62,526","$14,854",15.2%,5.6%,23.6%,AstraZeneca,2017
471,"$22,991","$7,722","$77,626","$29,875",33.6%,9.9%,25.8%,Amgen,2017
472,"$22,956",$828.3,"$698,790","$27,232",3.6%,0.1%,3%,Rabobank Group,2017
473,"$22,953","$-1,722.5","$84,805","$-2,668",-7.5%,-2%,-,Altice,2017
474,"$22,943",$-130,"$42,913",$-490,-0.6%,-0.3%,-,Onex,2017
475,"$22,919",$209.8,"$8,945","$2,538",0.9%,2.3%,8.3%,US Foods Holding,2017
476,"$22,875",$3,"$32,954","$2,988",-,-,0.1%,Shanxi Jincheng Anthracite Coal Mining Group,2017
477,"$22,873",$650.2,"$9,624","$4,366",2.8%,6.8%,14.9%,Randstad Holding,2017
478,"$22,871","$6,185.9","$56,968","$25,128",27%,10.9%,24.6%,Tencent Holdings,2017
479,"$22,840",$781.4,"$20,606","$10,729",3.4%,3.8%,7.3%,LG Display,2017
480,"$22,799",$340.3,"$33,096","$9,395",1.5%,1%,3.6%,Emirates Group,2017
481,"$22,744","$5,888","$445,964","$47,298",25.9%,1.3%,12.4%,U.S. Bancorp,2017
482,"$22,618","$2,192.3","$10,681","$6,635",9.7%,20.5%,33%,H & M Hennes & Mauritz,2017
483,"$22,559","$2,659","$129,819","$20,482",11.8%,2%,13%,Aflac,2017
484,"$22,477",$707.2,"$15,766","$4,085",3.1%,4.5%,17.3%,Sodexo,2017
485,"$22,366",$106,"$19,738","$9,455",0.5%,0.5%,1.1%,Suning Commerce Group,2017
486,"$22,207","$1,221.1","$15,969","$8,150",5.5%,7.6%,15%,GS Caltex,2017
487,"$22,167",$447.5,"$7,426","$2,621",2%,6%,17.1%,Ultrapar Holdings,2017
488,"$22,145",$280.2,"$21,729","$3,985",1.3%,1.3%,7%,Xiamen C&D,2017
489,"$22,138","$-2,221","$9,362","$-3,824",-10%,-23.7%,-,Sears Holdings,2017
490,"$22,113",$413.6,"$20,860","$5,114",1.9%,2%,8.1%,China General Technology,2017
491,"$22,036","$10,150.6","$82,310","$25,463",46.1%,12.3%,39.9%,National Grid,2017
492,"$21,987","$1,251.1","$11,672","$5,406",5.7%,10.7%,23.1%,Dollar General,2017
493,"$21,941","$1,999.4","$74,295","$22,366",9.1%,2.7%,8.9%,Telecom Italia,2017
494,"$21,930",$35.6,"$12,161","$1,066",0.2%,0.3%,3.3%,Xiamen ITG Holding Group,2017
495,"$21,919",$251.8,"$31,957","$4,563",1.1%,0.8%,5.5%,Xinjiang Guanghui Industry Investment,2017
496,"$21,903",$329,"$92,890","$33,337",1.5%,0.4%,1%,Teva Pharmaceutical Industries,2017
497,"$21,796",$743.9,"$100,609","$8,507",3.4%,0.7%,8.7%,New China Life Insurance,2017
498,"$21,741",$406.4,"$11,630","$5,111",1.9%,3.5%,8%,Wm. Morrison Supermarkets,2017
499,"$21,655","$1,151.7","$16,247","$3,006",5.3%,7.1%,38.3%,TUI,2017
500,"$21,609",$430.5,"$10,060","$2,310",2%,4.3%,18.6%,AutoNation,2017
